index,comment,n_star,date_time,label,sentiment_label,label_id
5473,sau một tuần sử_dụng mình thấy tốt bắt sóng khỏepin tốt thỏa mái một ngáycamera sau rất tốt_camera trước nếu đủ sáng thì đẹp thật màu chỉ chê phông chữ và tác_vụ tối_ưu chưa tốt không bằng samsungvân tay rất tốtnếu có thêm sạc nhanh và tai nghe thì tốtnhân_viên thế_giới di_động mỏ bạch_nhiệt_tình chu_đáo xin cảm_ơn các bạn,4,15/08/2019,{CAMERA#Neutral};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5474,sản_phẩm tốt_chơi liên_quân pin tụt lâu nhưng chơi pubg_đồ họa mượt cực_độ tụt 20 1 tiếngvới lại cảm_thấy pin tụt nhanh với hơi nóng máy,5,15/04/2020,{BATTERY#Neutral};{PERFORMANCE#Neutral};{GENERAL#Positive};,positive,1
5475,nhân_viên nhiệt_tình hỗ_trợ về điện_thoại chụp bằng camera trước vàng khè luôn thua cả j7 pro haiz hối_hận vãi biết vậy vào đọc trước hả mua pin nói sạc nhanh nhưng sạc lâu,1,25/10/2019,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Positive};,negative,0
5476,vô đọc file pdf hay office trên zalo hiện_trì xem html xoay vòng_vòng không mở được,5,5/8/2020,{PERFORMANCE#Negative};,positive,1
5477,mình mua máy được hơn 1 tháng bị lỗi không nhận được sạc và tai nghe pin rất nhanh hết,3,13/09/2019,{FEATURES#Negative};{BATTERY#Negative};,neutral,2
5478,xài ngon hơn ss luôn á_mn nên mua vân tay nhanh nge nhạc ấmhàng vn tốt_pin thì xài lâu,5,6/6/2020,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5479,máy tốt tuy không hỗ_trợ sạc nhanh nhưng sao sạc nhanh quá nên hơi lo_lắng,4,22/02/2020,{BATTERY#Positive};{GENERAL#Positive};,positive,1
5480,điện_thoại dùng tốt dùng được 6 tháng pin trâu máy tốt_định quá ngon trong tầm giá,5,27/05/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5481,mình mới mua máy hôm_qua thấy máy chậm camera không đẹp chơi nhưng game nhẹ cũng đơ máy,2,23/03/2020,{CAMERA#Negative};{PERFORMANCE#Negative};,negative,0
5482,em mới mua điện_thoại ngày hôm_qua em cảm_thấy pin_tuột không phanh luôn ạ em sạc pin 100 đúng 8 tiếng không đụng đến xong e rút chui_sạc ra đi đánh răng rửa mặt vào tụt 3 từ 12 h đến 2 h30 tụt còn 65,3,14/03/2020,{BATTERY#Negative};,neutral,2
5483,sản_phẩm tốt so với mức giá độ bền phụ_thuộc vào người dùng tôi không gặp lỗi pin lưu_ảnh hay lỗi 4 g như các bạn khác đã nêu,5,29/10/2019,{FEATURES#Neutral};{BATTERY#Neutral};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5484,trong phân_khúc này có_thể nói con này chụp hình xấu_kém pin lại cực_kỳ thấp cứ xài được chút là phải sạc tiếp_khuyên các bạn nên cân_nhắc kỹ trước khi mua dòng này,1,17/05/2019,{CAMERA#Negative};{BATTERY#Negative};{GENERAL#Negative};,negative,0
5485,xài được 2 tuần thấy mọi thứ điều okgame mượn bắt wifi mạnh nói chug ở giá tiền này tốt,5,18/12/2019,{FEATURES#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5486,mua máy ngay khi vừa ra mua để tặng người iu và kết_quả mua phải máy rất kém camera tự_nhiên không quay video được một_số ứng_dụng của camera bị phế không sử_dụng được,1,28/11/2019,{CAMERA#Negative};{PERFORMANCE#Negative};{GENERAL#Positive};,negative,0
5487,máy đẹp giá tốt camera chụp đẹp thích nhất camera hỗ_trợ mình rất nhiều thứ đanh giá 5 sao trong pk giá mua được khuyến_mãi nên rất hài_lòng,5,7 ngày trước,{CAMERA#Positive};{DESIGN#Positive};{PRICE#Positive};,positive,1
5488,hiện máy của mình hiện_tại không nghe được loa trong phải bật loa ngoài mới đàm_thoại được mong hướng_dẫn sử_lí,4,6/6/2020,{FEATURES#Negative};,positive,1
5489,camera trước chụp cứ vàng_vàng sao đâu á_hình_ảnh nhạt nhìn kém lắm thất_vọng về camera,1,8/6/2020,{CAMERA#Negative};,negative,0
5490,nói thật ai nghĩ mua chơi game thì nên dẹp dùng rất kém hối_hận khi mua sam_sung,2,5/8/2019,{PERFORMANCE#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
5491,sản_phẩm quá kém mới mua mà dùng pin nhanh hết cảm_ứng bị đơ_độ sáng màn_hình đang dùng mà cứ tự_nhiên về chạy về mức tối,1,28/12/2019,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};,negative,0
5492,đã sử_dụng máy máy mượt camera hơi ảo_tí nhưng mình thấy đáng mua trong tầm giá pin trâu cuc_kì,5,1 tuần trước,{CAMERA#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5493,hài_lòng,5,16/05/2020,{GENERAL#Positive};,positive,1
5494,mình mới mua hôm qua3g mà giật lagiphone 1 g thôi mà mượtchuyển_mục này sang mục khác thì màn_hình nó chuyển hơi chậmloa quá rèsạc pin quá nóngchỉ hài_lòng cục pin trâu với vân tay,3,5/3/2020,{FEATURES#Neutral};{BATTERY#Neutral};{PERFORMANCE#Negative};,neutral,2
5495,mình dùng điện_thoại này rồi xin đánh_giá như sau dùng thì tạm tốt chất_lượng camerra kém âm_thanh loa thì cũng kém chốt lại không nên mua giá tiền này ae nên dùng oppo hoặc ss,3,17/06/2020,{CAMERA#Negative};{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};,neutral,2
5496,máy tốt mượt pin tốt loa lớn camera chụp đẹp có_điều vân_tay lâu_lâu không hiện lên làm phải nhập bằng mật_khẩu mới mở được máy kém quá,4,1 tuần trước,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5497,em dùng chưa được1 tháng và có những đánh_giá sau cái camera màu nó nhạt không đẹp như quảng_cáo lâu_lâu lại đứng máy tức_ghê nhất là chỉnh_sửa ảnh trên messenger ấy thường không phản_hồi pin nó cũng không trâu nữa mọi người ơi khá là buồn vì giá tiền mình bỏ ra không xứng_đáng bù lại thiết_kế khá đẹp nên mới mua thương_hiệu màn_hình lớn và nhiều tính_năng mới được tích_hợp khá hay loa êm và lớn sạc nhanh,4,17/03/2020,{SCREEN#Positive};{CAMERA#Negative};{FEATURES#Positive};{BATTERY#Neutral};{PERFORMANCE#Negative};{DESIGN#Positive};{PRICE#Negative};{SER&ACC#Positive};,positive,1
5498,xài tốt trải_nghiệm tuyệt_vời và pin trâu sạc cũng nhanh nữa sạc thường là được rồi không cần bật sạc nhanh để bền_pin hơn vote 5 sao,5,28/02/2020,{BATTERY#Positive};{GENERAL#Positive};,positive,1
5499,máy sử_dụng rất tốt_nha em sử_dụng được hơn_nữa năm rồi nèhình chụp bằng camera thường lun_ý,5,2 tuần trước,{CAMERA#Neutral};{GENERAL#Positive};,positive,1
5500,tất_cả đều tốt nhưng hiển_thị quảng_cáo nhiều quá chưa được 1 tháng có đổi máy được không,4,12/3/2020,{PERFORMANCE#Negative};{GENERAL#Positive};{OTHERS};,positive,1
5501,pin tụt hơi nhanh sony quản_lý pin vẫn là tốt nhất nhiều ứng_dụng rác giao_diện nặng_nề quá không cho gỡ hay tắt ứng_dụng xiaomi ung_dung rác không,3,29/05/2019,{BATTERY#Negative};{PERFORMANCE#Negative};,neutral,2
5502,bắt sóng và wifi quá yếucòn lại thì tạm chấp_nhận đuoccamera buổi sáng thì tốt còn tối thì thua,3,2 tuần trước,{CAMERA#Neutral};{FEATURES#Negative};{GENERAL#Neutral};,neutral,2
5503,giúp mình vì sao âm_thanh khi mua về bình_thường xài được hơn 1 tháng thì loa quá nhỏ không nghe được gì hết đã tăng âm_lượng hết cỡ,2,3 tuần trước,{FEATURES#Negative};,negative,0
5504,sản_phẩm tốt_lăm nhà mọi người ủng_hộ cho apple trong tương_lai sẽ còn nhiều sản_phẩm tốt hơn để trại_nghiệm,5,2/4/2019,{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5505,máy xài tuy tốtnhưng với mức giá thấp hơn có_thể mua được máy có độ tốt tương_tự,2,18/02/2020,{PRICE#Negative};{GENERAL#Positive};,negative,0
5506,cái này không tải được messges bjo làm như_thế_nào để tải được messges chứ không dùng hơi khó_chịu,2,2/4/2020,{PERFORMANCE#Negative};,negative,0
5507,mình đang xài cái thứ tư_ba lần đầu là mua về xài nhưng bị lỗi sóng_ảo nhưng mình vẫn thích redmi nên vẫn quyết_định xài cái này hiện_tại cảm_thấy rất tốt có_điều camera trước chưa đẹp lắm máy lỗi nên đồng_ý đổi cái mới nhân_viên vẫn tư_vấn rất nhiệt_tình luôn ủng_hộ thế_giới di_động,5,29/09/2019,{SCREEN#Negative};{FEATURES#Negative};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5508,mua được 1 năm rồi rất hài_lòng với sản_phẩm loa to pin trâu chống nước đúng như quảng_cáo chỉ có_điều dùng lâu máy hơi nóng so với các máy khác,4,5/10/2019,{FEATURES#Positive};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5509,màng hình 90 hz mượt_pin đủ dùng nhược_điểm gia_công hơi kém khung viền cầm ọp_ẹp giá còn cao,4,24/04/2020,{SCREEN#Positive};{BATTERY#Neutral};{DESIGN#Negative};{PRICE#Negative};,positive,1
5510,mới mua 5 ngày có chút nhận_xét sau cảm_ứng không nhạy lắm quét vân_tay kém hiệu_quả chơi game không được mượt và nhất_là pin chắc không tới 5 k chưa đúng lắm,3,13/05/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,neutral,2
5511,máy tốt chơi game ngon với giá tầm trung_vậy là ngon nhất rồi pin trâu cho anh_em cây game thỏi máy,5,2/5/2020,{PERFORMANCE#Positive};{PRICE#Positive};{GENERAL#Positive};,positive,1
5512,cho hỏi xài 4 g sao bị rớt hoài_vậycó cách nào khắc_phục không ạ chứ đang chơi game mà bị rớt_mạn hoài cảm_thấy thất_vọng quá,1,7 ngày trước,{FEATURES#Negative};{GENERAL#Negative};,negative,0
5513,pin khỏe camera tốt update liên_tục cải_thiện hiệu_năng rất mượt_mà đây là chiếc điện_thoại rất tốt trong tầm giá này,5,21/04/2020,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5514,sản_phẩm dùng rất tốt cấu_hình cai màn_hình lớn chụp ảnh đẹp pin lâu thời thượng,5,5/10/2018,{SCREEN#Positive};{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5515,máy dùng kém lắm nóng bừng_bừng mới mua 1 ngày dùng lúc nóng_ran đổi máy khác được không nhỉ,1,29/09/2019,{PERFORMANCE#Negative};{GENERAL#Negative};{OTHERS};,negative,0
5516,mình dùng hơn 1 tháng mình cảm_thấy redmi not 8 4 gb128gb pin 4000 mah tốt camera chụp ảnh rất nét đẹp nhiều tính_năng hỗ_trợ quay_phim chuẩn 4 k chụp đêm quay nhanh chậm tùy_chỉnh làm video từ hình_ảnh vv cấu_hình lướt mượt_mà hỗ_trợ chế_độ chơi game nữa chứ loa lớn bắt sóng wifi 3 g 4 g tốt tốt_định màn_hình đẹp full hd 1080 p mic thu_âm tốt hỗ_trợ cổng hồng_ngoại điều kiển tv máy_lạnh vv hoạt_động tốt thiết_kế máy cầm thoải_mái cầm không cấn tay mở khóa khuôn_mặt nhanh mà rất nhạy nói_chung là mức giá dưới 5 triệu vậy là quá tốt,5,28/07/2020,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5517,em mới mua e nó dùng tốt nhân_viên tại điện_máy xanh quy_đạt tư_vấn nhiệt_tình thực_sự pin rất trâu_sạc bình_thường hơi lâu nên mua pin sạc dự_phòng ava sạc nhanh hơn nói_chung là ngon ạ,5,2 tuần trước,{BATTERY#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5518,mua máy ngày 293 về xài được 1 tuần thì bị rỗ hết màn_hình máy_sạc nóng cực_kì ra thế_giới di_động đổi lại máy khác về vẫn bị lỗi đây là lần đầu cx như lần cuối vác mặt đi mua vsmart,1,24/04/2020,{BATTERY#Negative};{DESIGN#Negative};{SER&ACC#Negative};,negative,0
5519,đang test cơ_bản là tốt đv nhu_cầu của mình fb zl youtube pin dùng thoải_mái ngày thứ 2 mới cần sạc,5,17/03/2020,{BATTERY#Positive};{GENERAL#Positive};,positive,1
5520,lúc đầu lên đọc đánh_giá thấy lỗi nhiều quá nên cũng ớn lấy con redmi note 9 s về mở lên thấy màn_hình tối_hù à xong ra lấy a71 luôn mà thấy xài ngon lắm pin tốt màn đẹp cảm_ứng mượt_mà loa trong và ngoài đều tốt nên mua nói_chung đừng thấy đánh_giá tiêu_cực mà nản_nha mn,5,24/06/2020,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{OTHERS};,positive,1
5521,máy mua gần 2 tháng lỗi main chính gọi nc không nghe phải đi bảo_hành thay main chính thế_là phải chờ mấy ngày ttbh đưa con máy về xài tạm chơi lq cơm bát_la đứng như tượng ns chung đồ_điện_tử hên xui a_cường thế_giới di_động f6 cà_mau rất điện_thoại và nhiệt_tình chúc a lun vv trong cv,3,21/06/2020,{PERFORMANCE#Negative};{DESIGN#Negative};{SER&ACC#Positive};,neutral,2
5522,trời ơi những_ai còn chê_bai này nọ thì đúng là có voi đòi 2 bà trưng ai còn che_bai này nọ thì xin hãy nhìn lại mức giá đi ạ giá là bao_nhiêu chỉ hơn 2 tr mà có điện_thoại mới cấu_hình tốt pin trâu con chíp snapdragon 632 là quá tốt rồi nếu so với samsung cùng cấu_hình và cùng chạy con chíp đó thì liệu có mức giá đó không mọi người mà_lại là hàng việt_nam nữa chứ mình rất rất ủng_hộ vsmart,5,23/04/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Positive};{SER&ACC#Positive};,positive,1
5523,máy đẹp mới lấy hôm_nay cầm chắc tay màu trắng nhé về sau đánh_giá thêm,5,11/4/2020,{DESIGN#Positive};,positive,1
5524,sản_phẩm tốt camera chụp vân tay tốt anh_chị nhân_viên nhiệt_tình xài thời_gian mới biết được,5,27/12/2019,{CAMERA#Positive};{FEATURES#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5525,pin cx trâu sạc nhanh mà 2 tiếng với đầy chơi game lưng liên_quân bậy đồ họa cao vẫn mượt nói_chung đáng đồng_tiền,5,1/3/2020,{BATTERY#Neutral};{PERFORMANCE#Positive};{PRICE#Positive};,positive,1
5526,tuyệt_vờimáy đeo pin trâunhưg mấy lâu_lâu hơi giật vì gam 2 g nhưg với giá này thì tốt,5,9/3/2019,{BATTERY#Positive};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5527,sản phâm tốt trong tầm giá nhân_viên thì không_thể chê vào đâu đượcnhân_viên rất nhiệt_tìnhsản_phẩm đánh_giá sau,5,9/7/2019,{PRICE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5528,rất đẹp_chơi rất mượt nhưng camera còn hơi mờ chơi pupg và lq rất tốt rất xứng_đáng với tầm giá cảm_ơn thế_giới di_động,5,2/2/2020,{CAMERA#Negative};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Positive};{SER&ACC#Positive};,positive,1
5529,đã dùng 1 tuần máy dùng rất mượt_mà tốt không có j phải chê quá tuyệt_vời chụp ảnh căng det,5,23/06/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5530,mọi thứ đều tốt có_điều cảm_biến vân tay_không được nhanh_nhạy như các máy ip mong ss sẽ fit sớm lỗi này,4,6/12/2019,{FEATURES#Negative};{GENERAL#Positive};,positive,1
5531,bắt sóng wifi 4 g quá kém camera trước mờ loa_thoại hơi nhỏ lâu_lâu vẫn bị đơ loa ngoài lúc to lúc nhỏ còn lại mọi thứ tạm tốt,3,17/06/2019,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Neutral};,neutral,2
5532,nói thật là mấy tháng sử_dụng rồi không chê_điểm nào cả quá tuyệt_vời luôn anh_em,5,5 ngày trước,{GENERAL#Positive};,positive,1
5533,nói_chung là sản_phẩm tốt trên phương_diện chung còn về sạc thì mn ns nóng chứ theo mình không thấy nóng quá mà chỉ ấm_thui còn về việc bắt_wifi có_thể không tốt nhưng_mà gần đây tui đã cập_nhật điện_thoại lại thì thấy bắt tốt hơn 1 chút sản_phẩm này hợp với những_ai cần sạc nhanh thì là quá tốt rồi nên tui nghĩ nên mua thử về dùng chứ,5,12/3/2020,{FEATURES#Neutral};{BATTERY#Neutral};{GENERAL#Positive};,positive,1
5534,điện_thoại thiết_kế đẹp mắtdùng hay chơi game rất mượtpin dùng 1 ngày mới hết lần sau có mua sẽ ủng_hộ các bạn,5,20/10/2018,{BATTERY#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{GENERAL#Positive};,positive,1
5535,mua được 1 tuần mà thất_vọng quá sạc đầy 100 pin không xài để 4 h mở lên mất hơn 20 xài mau tuột pin nữa,1,24/11/2019,{BATTERY#Negative};{GENERAL#Negative};,negative,0
5536,phần_mềm của oppo làm kém không chịu được đổi từ samsung sang oppo thấy về dịch_vụ và phần_mềm chênh_lệch nhau quá camera cũng ít options hơn bên samsung nữa thậm_chí còn không có darkmode nữa chứ mong nhà phát_triển sớm cập_nhật chứ tình_hình này kéo_dài là tiêu luôn,2,2/12/2019,{CAMERA#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{SER&ACC#Negative};,negative,0
5537,n_phẩm rất tốt mình sẽ giới_thiệu bạn_bè và người_thân mua nhân_viên tư_vấn nhiệt_tình phục_vụ tốt,5,29/06/2020,{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5538,đã mua được khoảng 2 tháng xài rất tốt_pin trâu chơi game_mượt và không nóng như những lời đồn thời_gian sạc đầy máy là khoảng 2 tiếng_nói chung là rất tốt và nhân_viên rất nhiệt_tình,5,6/4/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5539,cái gì cũng tạm chỉ có_điều bắt wifi quá kém cách 20 m còn có 1 cọc sóng_wifi trong khi điện_thoại khác thì full vạch,2,24/06/2020,{FEATURES#Negative};{GENERAL#Neutral};,negative,0
5540,giao_diện không đẹp lắm cần thêm nhiều tùy_biến nữa camera thò thụt quá chậm chơi liên_quân tạm tốt hơi bị giật khung_hình khi chơi camrera đẹp tạm tốt ủng_hộ hàng việt_nam,4,9/2/2020,{CAMERA#Positive};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Neutral};{SER&ACC#Positive};,positive,1
5541,mua tặng mẹ mà máy giật chậm khó sử_dụngchán chả buồn nói chắc phải đổi máy khác,1,18/04/2020,{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
5542,con này chơi liên_quân cũng tốt lắm nhé pin dùng thoải_mái gọi là trâu_bò chơi liên_quân ngang ngửa con gần 9 trieu,5,18/07/2020,{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};,positive,1
5543,mọi thứ đều tốt màn_hình đẹp game_chiến tốt thiết_kế điện_thoại theo xu_hướng đục lỗ_camera này nọ tuy_nhiên pin 5000 thì theo mình sử_dụng không được trâu lắm,4,7 ngày trước,{SCREEN#Positive};{BATTERY#Negative};{PERFORMANCE#Positive};{DESIGN#Neutral};{GENERAL#Positive};,positive,1
5544,máy tuột pin nhanh quá dù là 4000 h máy mượt xem youtobe hình_ảnh không được nét nó mờ mờ,2,18/09/2019,{SCREEN#Negative};{BATTERY#Negative};{PERFORMANCE#Positive};,negative,0
5545,chụp ảnh cứ bị ám_vàng nghiêm_trọng không biết làm s khắc_phục được nhất là camera trước,3,22/11/2019,{CAMERA#Negative};,neutral,2
5546,điện_thoại về cấu_hình thì mạnh khỏi bàn chơi game liên_quân max setting_giật cũng khó còn về phần wifi thì kém_hại kém lắm,3,8/6/2019,{FEATURES#Negative};{PERFORMANCE#Positive};,neutral,2
5547,pin trâu chơi game không bị giật mượt_camera sáng cảm_biến vân tay nhạy quá tốt 5 sao,5,17/02/2020,{CAMERA#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};,positive,1
5548,bqt cho mk hỏi là mk mua con xiaomi redmi note 8 pro được 5 thánh và giờ mk muốn đổi các con máy này lấy con note 9 s này liệu có được không và có_giá bao_nhiêu ạ mong bqt cho mk biết ạ_liệu có đổi máy được không ạ,4,9/4/2020,{OTHERS};,positive,1
5549,mua 2 ngày về dùng pin tụt còn không bằng điện_thoại cũ lên hỏi đổi thì đòi gửi đi 20 ngày mới có kết_quả không làm gì vứt đấy pin từ 58 xuống 38 vẫn bt mua hàng thì dễ trả hàng thì khó quá mệt_mỏi nên tìm nơi uy_tín khác để mua hàng có_khi còn đảm_bảo hơn,1,8/3/2020,{BATTERY#Negative};{GENERAL#Negative};{SER&ACC#Negative};,negative,0
5550,máy mới mua mà lỗi nhiều quá xài lúc đầu bình_thường lúc sau lỗi màn_hình có hiện_tượng sọc_nhảy màn_hình rồi màn_hình tự sáng trong khi không có thông_báo hay cài cái gì khởi_động lại máy reset lại máy vẫn vậy không thay_đổi gì mạng thì chậm fb chậm cực_kì trong khi vào máy khác thì vô ào_ào đưoc cái ngoại_hình đẹp trước xài con xiaomi redmi 8 thấy con này mới ra đẹp nên đổi ai dè_đổi xong hối_hận quá hic buồn,3,17/04/2020,{SCREEN#Negative};{FEATURES#Negative};{PERFORMANCE#Negative};{DESIGN#Positive};{GENERAL#Negative};,neutral,2
5551,tạm được vì máy cũng thỉnh_thoảnh bị giật lên hơi kém phải nâng_cấp hơn về vân tay_trong màn_hình vẫn bắt_hơi kém không được như mong_đợi,3,2 tuần trước,{FEATURES#Negative};{PERFORMANCE#Negative};,neutral,2
5552,quá kém máy gì mà 3 tr đâu phải nhỏ mà mua máy về chạy không nổi hay đứng màn_hình xem youtube cũng không chạy nổi_kém quá kém ra nâng_cấp máy khác thì đòi lại tay phon hàng tặng chứ đâu phải kèm theo máy mà cũng thu lại,1,12/4/2019,{PERFORMANCE#Negative};{PRICE#Neutral};{SER&ACC#Negative};,negative,0
5553,máy nokia 23 này rất tuyệt_vời trong tâm_giá bắt sóng khoe pin trâu câu_hình tuy thấp những sai rất tốt,5,28/03/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5554,cấu_hình không mượt đúng_mức giá chơi liên_quân cũng bị giật sử_dụng không thoait mái nhận_diện vân tay quá chậm nhận_diện khuôn_mặt cũng rất chậm phải đặt ngay mặt thiếu ánh_sáng không nhận_diện,2,10/4/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};,negative,0
5555,pin mau hết nóng_máy khi chạy wifi 3 g càng nóngvan không thực_nhảynhieu nuc không được,2,8/7/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,negative,0
5556,cảm_nhận sau 4 tháng sử_dụng thiết_kế bình_thường camera_lồi khó_chịu dễ trầy_màng hình tạm tốt không đẹp như màng amolet hiệu_năng tốt với tác_vụ cơ_bản chơi liên_quân bật được maxsetting nhưng rất nóng phải hạ xuống trung_bình thì mới chơi được pin trâu sạc nhanh theo máy hơi nóng có_khi lên tới 46 độ nên mình mua sạc thường xài nói_chung trong tầm giá này không nên chọn con này chẳng khác_nào lò_sưởi chuẩn_bị đổi máy mới nên không nói gì thêm lần đầu cũng như lần cuối,3,2/4/2020,{SCREEN#Neutral};{BATTERY#Positive};{PERFORMANCE#Neutral};{DESIGN#Negative};{PRICE#Neutral};{GENERAL#Negative};,neutral,2
5557,mua được 1 tuần xài tốt mượt pin trâu có cái cửa_hàng play nó hay mất kết_nối còn lại mọi thứ tốt,5,21/04/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5558,lần đầu_tiên mua cái máy mà tui cảm_thấy ưng đến vậytuyệt_vời trong tầm giá chả có cái gì để mà chê_game cả ngày không cho nghỉ vẩn tốt,5,3/7/2019,{PERFORMANCE#Neutral};{PRICE#Neutral};{GENERAL#Positive};,positive,1
5559,chơi game tốt pin trâu cái j cug tốt camera thì tầm gja này thì cug tạm được chụp hình không đẹpchơi game chọn mấy này là tốt sử_dụng khôg nog máy mới mua được hơn tuần sai tốt làm,5,4/7/2020,{CAMERA#Negative};{BATTERY#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,positive,1
5560,máy bắt_wifi rất chậm thường_xuyên treo màn_hình phải khởi_động lại mới dùng được điện_thoại mới gần 2 tháng mà cùi bắp quá,1,4/3/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,negative,0
5561,dùng kém luôn mới lấy chưa được tuần đã lỗi mở khóa khuân mặt sạc thì vào chậm pin thì hết nhanh,1,3/7/2020,{FEATURES#Negative};{BATTERY#Negative};{GENERAL#Negative};,negative,0
5562,pin tuột nhanh tuy thiết_kế đẹp nhưng hơi dày nặng cầm lâu mỏi_tay vô_cùng bỏ_túi không được tiện,3,2/7/2020,{BATTERY#Negative};{DESIGN#Neutral};,neutral,2
5563,máy xài rất tốt chụp hình cũng đẹp máy cầm thấy mỏng chơi game thì cũng tạm được thấy trong tầm giá 8 tr không đáng xíu nào dòng này hay bị lỗi_bluetooh khi nghe nhạc ae nào mua máy thì nên nhớ test bluetooth trước khi lấy dòng này lỗi bluetooth khi nghe nhạc nó cứ dựt dựt test 5 đến 10 p sẽ có lỗi,3,6/1/2020,{CAMERA#Positive};{FEATURES#Negative};{PERFORMANCE#Neutral};{DESIGN#Positive};{PRICE#Negative};{GENERAL#Positive};,neutral,2
5564,cảm_biến màn_hình quá kém thua cả điện_thoại rẻ hơn mức giá cảm_ứng thường_xuyên tự nhảy,3,15/06/2020,{FEATURES#Negative};{PRICE#Neutral};,neutral,2
5565,em đã dành hết mùa lúa vừa_rồi mới mua được iphone 11 pro max giờ đến cuối năm phải nhịn ăn có mối từ iphone ma đêm nào cũng mơ thấy ác_mộng đúng là thứ rửa_tiền của các đại_gia người mỹ đang hút máu,5,29/07/2020,{OTHERS};,positive,1
5566,máy xài tốt và đáp_ứng đủ nhu_cầu cơ_bảnmàn hình topin trâuhdh nượt màbộ nhớ va_ram đủ dùng cho những yêu_cầu cơ_bản lướt wed xem phim online chatmang xa hoicảm_ơn samsung,5,21/10/2019,{SCREEN#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{STORAGE#Neutral};{GENERAL#Positive};{SER&ACC#Positive};,positive,1
5567,chụp ảnh rất ưng_loa cũng tốt còn một_số điểm không tốt là cảm_ứng dù mới mua nhưng cảm_ứng không được nhạy hay nhảy_linh tinh_coppy trên link cũng không được như những điện_thoại khác mạng rất kém dù tốc_độ cao nhưng vào fb zalo xem hình chỉ thấy quay pin_hao nhanh dù mới sạc đầy nhưng lướt vài cái là đã tụt kể_cả không dùng gì nhưng để qua đêm cũng thấy tụt còn 98 trong khi con moto vào zalo fb xem hết bộ phim và để qua đêm vẫn 100,1,7 ngày trước,{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Negative};,negative,0
